,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
772,Detachment,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,Drama            ,2011,98,7.7,52,81670,0.07
773,Midnight in Paris,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",Comedy,2011,94,7.7,81,406621,56.82
774,Kokuhaku,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,Drama,2010,106,7.7,0,37803,0
775,The Lego Movie,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",Animation,2014,100,7.7,83,338088,257.76
776,Gravity,Two astronauts work together to survive after an accident leaves them stranded in space.,Action,2013,91,7.7,96,797861,274.09
777,Star Trek Into Darkness,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",Action,2013,132,7.7,72,474576,228.78
778,Beasts of No Nation,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",Drama,2015,137,7.7,79,78547,0.08
779,The Social Network,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",Biography,2010,120,7.7,95,662503,96.96
780,X: First Class,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",Action,2011,131,7.7,65,667822,146.41
781,The Hangover,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",Comedy            ,2009,100,7.7,73,750075,277.32
782,Silver Linings Playbook,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",Comedy,2012,122,7.7,81,685766,132.09
783,Argo,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",Biography,2012,120,7.7,86,595143,136.03
784,(500) Days of Summer,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",Comedy,2009,95,7.7,76,492601,32.39
785,Harry Potter and the Deathly Hallows: Part 1,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",Adventure,2010,146,7.7,65,510474,295.98
786,Gake no ue no Ponyo,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",Animation,2008,101,7.7,86,135114,15.09
787,Frost/Nixon,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,Biography,2008,122,7.7,80,106311,18.59
788,Papurika,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",Animation,2006,90,7.7,81,78047,0.88
789,Changeling,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,Biography,2008,141,7.7,63,248348,35.74
790,Flipped,Two eighth-graders start to have feelings for each other despite being total opposites.,Comedy,2010,90,7.7,45,87266,1.75
791,Toki o kakeru shôjo,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",Animation,2006,98,7.7,0,63797,0
792,This Is England,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",Crime,2006,101,7.7,86,119567,0.33
793,Ex Machina,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,Drama,2014,108,7.7,78,509851,25.44
794,Efter brylluppet,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",Drama            ,2006,120,7.7,78,33834,0.41
795,The Last King of Scotland,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,Biography,2006,123,7.7,74,182087,17.61
796,Zodiac,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",Crime,2007,157,7.7,78,505730,33.08
797,Lucky Number Slevin,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",Crime,2006,110,7.7,53,307300,22.49
798,Joyeux Noël,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",Drama,2005,116,7.7,70,28961,1.05
799,Control,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",Biography,2007,122,7.7,78,63881,0.87
800,Tangled,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",Animation,2010,100,7.7,71,427841,200.82
801,Zwartboek,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",Drama,2006,145,7.7,71,75208,4.4
802,Brokeback Mountain,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,Drama,2005,134,7.7,87,342071,83.04
803,3:10 to Yuma,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,Action,2007,122,7.7,76,300382,53.61
804,Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Crime,2004,112,7.7,66,428953,54.58
805,Kung fu,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",Action,2004,99,7.7,78,134218,17.11
806,The Bourne Supremacy,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",Action,2004,108,7.7,73,449964,176.24
807,The Machinist,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,Drama,2004,101,7.7,61,374355,1.08
808,Ray,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",Biography,2004,152,7.7,73,143890,75.33
809,Lost in Translation,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,Comedy,2003,102,7.7,89,436832,44.59
810,Harry Potter and the Goblet of Fire,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",Adventure,2005,157,7.7,81,582487,290.01
811,Man on Fire,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",Action,2004,146,7.7,47,348740,77.91
812,Coraline,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",Animation,2009,100,7.7,80,212779,75.29
813,The Last Samurai,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,Action,2003,154,7.7,55,419435,111.11
814,The Magdalene Sisters,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,Drama            ,2002,114,7.7,83,26822,4.89
815,Finding Neverland,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,Biography,2004,106,7.7,67,203144,51.68
816,Good Bye Lenin!,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",Comedy,2003,121,7.7,68,142797,4.06
817,In America,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,Drama            ,2002,105,7.7,76,42596,15.54
818,Adaptation.,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,Comedy,2002,115,7.7,83,187303,22.25
819,Black Hawk Down,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",Action,2001,144,7.7,74,380803,108.64
820,Road to Perdition,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",Crime,2002,117,7.7,72,259240,104.45
821,Das Experiment,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",Drama,2001,120,7.7,60,92733,0.14
822,Billy Elliot,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,Drama,2000,110,7.7,74,131501,22
823,Hedwig and the Angry Inch,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,Comedy,2001,95,7.7,85,34784,3.03
824,The Count of Monte Cristo,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Action,2002,131,7.7,61,134088,54.23
825,Ocean's Eleven,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,Crime,2001,116,7.7,74,544854,183.42
826,Vampire Hunter D: Bloodlust,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.",Animation,2000,103,7.7,62,30859,0.15
827,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",Adventure,2000,107,7.7,69,300477,45.51
828,Interstate 60: Episodes of the Road,"Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.",Adventure,2002,116,7.7,0,31572,0
829,"South Park: Bigger, Longer & Uncut","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",Animation,1999,81,7.7,73,199622,52.04
830,Office Space,Three company workers who hate their jobs decide to rebel against their greedy boss.,Comedy            ,1999,89,7.7,68,254740,10.82
831,Happiness,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",Comedy,1998,134,7.7,81,68798,2.81
832,The Boondock Saints,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,Action,1999,108,7.7,44,234215,0.03
833,Training Day,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,Crime,2001,122,7.7,69,413961,76.63
834,Lola rennt,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",Crime,1998,81,7.7,77,194822,7.27
835,Rushmore,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.",Comedy,1998,93,7.7,86,178642,17.11
836,Abre los ojos,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",Drama,1997,119,7.7,0,67802,0.37
837,Mulan,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",Animation,1998,88,7.7,71,271846,120.62
838,Being John Malkovich,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,Comedy,1999,113,7.7,90,325307,22.86
839,As Good as It Gets,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",Comedy,1997,139,7.7,67,289656,148.48
840,The Game,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",Drama,1997,129,7.7,61,373853,48.32
841,The Fifth Element,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Action,1997,126,7.7,52,453949,63.54
842,Le dîner de cons,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",Comedy            ,1998,80,7.7,73,40372,4.07
843,Donnie Brasco,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",Biography,1997,127,7.7,76,293918,41.91
844,Chun gwong cha sit,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.,Drama,1997,96,7.7,70,26488,0.19
845,Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",Biography,1996,105,7.7,87,53229,35.81
846,Primal Fear,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Crime,1996,129,7.7,47,202964,56.12
847,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",Drama            ,1996,242,7.7,0,37340,4.41
848,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",Drama,1995,136,7.7,84,110609,43.18
849,A Little Princess,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,Drama,1995,97,7.7,83,33699,10.02
850,Do lok tin si,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",Comedy,1995,99,7.7,71,34173,0
851,Il postino,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",Biography,1994,108,7.7,81,35424,21.85
852,Clerks,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Comedy            ,1994,92,7.7,70,217513,3.15
853,What's Eating Gilbert Grape,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,Drama            ,1993,118,7.7,73,227482,9.17
854,Short Cuts,The day-to-day lives of several suburban Los Angeles residents.,Comedy,1993,188,7.7,79,43948,6.11
855,Philadelphia,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",Drama            ,1993,125,7.7,66,233869,77.32
856,The Muppet Christmas Carol,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,Comedy,1992,85,7.7,64,53370,27.28
857,Malcolm X,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",Biography,1992,202,7.7,73,91263,48.17
858,The Last of the Mohicans,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,Action,1992,112,7.7,76,161574,75.51
859,Kurenai no buta,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",Animation,1992,94,7.7,83,84478,0
860,Glengarry Glen Ross,An examination of the machinations behind the scenes at a real estate office.,Crime,1992,100,7.7,82,101736,10.73
861,A Few Good Men,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,Drama,1992,138,7.7,62,250036,141.34
862,Night on Earth,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Comedy,1991,129,7.7,68,58530,2.02
863,Fried Green Tomatoes,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,Drama            ,1991,130,7.7,64,71685,82.42
864,Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,Comedy,1991,116,7.7,69,117904,6.15
865,Miller's Crossing,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",Crime,1990,115,7.7,66,131870,5.08
866,Who Framed Roger Rabbit,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,Animation,1988,104,7.7,83,192756,156.45
867,Spoorloos,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",Mystery,1988,107,7.7,0,37349,0
868,The Last Emperor,The story of the final Emperor of China.,Biography,1987,163,7.7,76,99486,43.98
869,Evil Dead II,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,Comedy,1987,84,7.7,72,156649,5.92
870,Empire of the Sun,A young English boy struggles to survive under Japanese occupation of China during World War II.,Action,1987,153,7.7,62,121332,22.24
871,Der Name der Rose,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,Crime,1986,130,7.7,54,105900,7.15
872,Down by Law,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",Comedy,1986,107,7.7,75,50303,1.44
873,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",Drama,1986,120,7.7,76,191131,8.55
874,The Purple Rose of Cairo,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",Comedy,1985,82,7.7,75,50369,10.63
875,After Hours,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,Comedy,1985,97,7.7,90,65783,10.6
876,Zelig,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",Comedy            ,1983,79,7.7,0,41372,11.8
877,The Verdict,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",Drama            ,1982,129,7.7,77,38527,54
878,Star Trek II: The Wrath of Khan,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",Action,1982,113,7.7,67,117498,78.91
879,First Blood,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,Action,1982,93,7.7,61,240580,47.21
880,Ordinary People,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",Drama            ,1980,124,7.7,86,50022,54.8
881,Airplane!,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,Comedy            ,1980,88,7.7,78,226972,83.4
882,Rupan sansei: Kariosutoro no shiro,"A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to.",Animation,1979,100,7.7,72,29391,0
883,Halloween,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",Horror,1978,91,7.7,87,260091,47
884,Nashville,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",Comedy,1975,160,7.7,96,25474,14.82
885,Love and Death,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",Comedy,1975,85,7.7,89,37703,0
886,The Taking of Pelham One Two Three,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?",Action,1974,104,7.7,68,29445,2.49
887,Blazing Saddles,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",Comedy,1974,93,7.7,73,133286,119.5
888,Serpico,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,Biography,1973,130,7.7,87,117976,29.8
889,Enter the Dragon,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,Action,1973,102,7.7,83,101660,25
890,Deliverance,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",Adventure,1972,109,7.7,80,104450,7.06
891,The French Connection,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",Action,1971,104,7.7,94,117260,15.63
892,Dirty Harry,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",Action,1971,102,7.7,87,150709,35.9
893,The Odd Couple,"A New Yorker newly separated from his wife moves in with his best friend, a divorced sportswriter, but their ideas of housekeeping and lifestyles are as different as night and day.",Comedy            ,1968,105,7.7,86,33853,44.53
894,The Dirty Dozen,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",Action,1967,150,7.7,73,70592,45.3
895,Belle de jour,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,Drama,1967,100,7.7,0,42820,0.03
896,A Man for All Seasons,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",Biography,1966,120,7.7,72,33558,28.35
897,Repulsion,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,Drama,1965,105,7.7,91,51754,0
898,Zulu,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,Drama,1964,138,7.7,77,38060,0
899,Goldfinger,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",Action,1964,110,7.7,87,183497,51.08
900,The Birds,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Drama,1963,119,7.7,90,181618,11.4
901,Cape Fear,A lawyer's family is stalked by a man he once helped put in jail.,Drama,1962,106,7.7,76,28141,0
902,Peeping Tom,"A young man murders women, using a movie camera to film their dying expressions of terror.",Drama,1960,101,7.7,0,33882,0.08
903,The Magnificent Seven,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,Action,1960,128,7.7,74,92139,4.91
904,Les yeux sans visage,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,Drama,1960,90,7.7,90,30224,0.05
905,Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Drama,1956,80,7.7,92,47886,0
906,Rebel Without a Cause,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",Drama            ,1955,111,7.7,89,87627,0
907,The Ladykillers,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,Comedy,1955,91,7.7,91,28457,0
908,The Caine Mutiny,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",Drama,1954,124,7.7,63,26940,21.75
909,The Day the Earth Stood Still,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.",Drama,1951,92,7.7,0,80129,0
910,Fantasia,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.",Animation,1940,125,7.7,96,92753,76.41
911,The Invisible Man,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",Horror,1933,71,7.7,87,33556,0
912,Dark Waters,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,Biography,2019,126,7.6,73,77053,0
913,Searching,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",Drama,2018,102,7.6,71,154663,26.02
914,Once Upon a Time in... Hollywood,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,Comedy,2019,161,7.6,83,655026,142.5
915,Nelyubov,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,Drama            ,2017,127,7.6,86,32029,0.57
916,Busanhaeng,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",Action,2016,118,7.6,72,196812,2.13
917,The Florida Project,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",Drama            ,2017,111,7.6,92,105570,5.9
918,Just Mercy,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,Biography,2019,137,7.6,68,58784,0
919,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",Drama            ,2017,101,7.6,60,109415,24.8
920,Victoria,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,Crime,2015,138,7.6,77,56569,0
921,Guardians of the Galaxy Vol. 2,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",Action,2017,136,7.6,67,622275,389.81
922,Only the Brave,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",Action,2017,134,7.6,72,64555,18.34
923,Incredibles 2,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,Animation,2018,118,7.6,80,273621,608.58
924,Moana,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",Animation,2016,107,7.6,81,302875,248.76
925,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Action,2015,121,7.6,82,403310,46.89
926,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Action,2015,133,7.6,82,261264,109.77
927,Leviafan,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",Crime,2014,140,7.6,92,51958,1.09
928,Hell or High Water,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,Action,2016,102,7.6,88,217212,26.86
929,Philomena,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",Biography,2013,98,7.6,77,97819,37.71
930,El cuerpo,A detective searches for the body of a femme fatale which has gone missing from a morgue.,Mystery,2012,112,7.6,0,62682,0
931,Serbuan maut,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,Action,2011,101,7.6,73,198346,4.11
932,End of Watch,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",Action,2012,109,7.6,68,238256,41
933,A Star Is Born,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Drama,2018,136,7.6,88,361032,215.29
934,True Grit,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,Drama,2010,110,7.6,80,326377,171.24
935,Hævnen,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",Drama,2010,118,7.6,65,39562,1.01
936,Despicable Me,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",Animation,2010,95,7.6,72,521684,251.51
937,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",Comedy,2011,100,7.6,72,323897,35.01
938,Celda 211,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",Action,2009,113,7.6,0,66213,0
939,Moneyball,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Biography,2011,133,7.6,87,397556,75.61
940,La piel que habito,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Drama,2011,120,7.6,70,146858,3.19
