,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
941,Zombieland,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.",Action,2009,88,7.6,73,548107,75.59
942,Die Welle,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,Drama,2008,107,7.6,0,106486,0
943,Sherlock Holmes,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,Action,2009,128,7.6,57,608314,209.03
944,The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",Biography,2009,129,7.6,53,312298,255.96
945,Seven Pounds,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Drama            ,2008,123,7.6,36,295740,69.95
946,Eastern Promises,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,Crime,2007,100,7.6,82,236444,17.11
947,Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",Adventure,2007,127,7.6,66,264873,38.63
948,The Secret of Kells,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",Animation,2009,71,7.6,81,34196,0.69
949,Inside Man,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",Crime,2006,129,7.6,76,357288,88.51
950,Gone Baby Gone,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Crime,2007,114,7.6,72,264731,20.3
951,Harry Potter and the Half-Blood Prince,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",Action,2009,153,7.6,78,506991,301.96
952,300,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,Action,2006,117,7.6,52,762686,210.61
953,Match Point,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",Drama,2005,124,7.6,72,213175,23.09
954,Watchmen,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",Action,2009,162,7.6,56,530215,107.51
955,Saw,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",Horror,2004,103,7.6,46,401878,56
956,Mysterious Skin,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",Drama            ,2004,105,7.6,73,67914,0.7
957,Un long dimanche de fiançailles,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",Drama,2004,133,7.6,76,72546,6.17
958,The Station Agent,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",Comedy,2003,89,7.6,81,69326,5.74
959,21 Grams,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",Crime,2003,124,7.6,70,231937,16.29
960,25th Hour,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",Drama            ,2002,135,7.6,68,175549,13.06
961,The Butterfly Effect,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",Drama,2004,113,7.6,30,470789,57.94
962,I Am Sam,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,Drama            ,2001,132,7.6,28,147503,40.31
963,Batoru rowaiaru,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",Action,2000,114,7.6,81,177939,0
964,The Royal Tenenbaums,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,Comedy,2001,110,7.6,76,280090,52.36
965,Y tu mamá también,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",Drama            ,2001,106,7.6,88,120083,13.62
966,Harry Potter and the Sorcerer's Stone,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",Adventure,2001,152,7.6,65,715142,317.58
967,The Others,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,Horror,2001,101,7.6,74,353795,96.52
968,Minority Report,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",Action,2002,145,7.6,80,530933,132.07
969,American Psycho,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",Crime,2000,101,7.6,64,536849,15.07
970,The Thin Red Line,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",Drama,1998,170,7.6,78,181826,36.4
971,Dark City,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",Fantasy,1998,100,7.6,66,195008,14.38
972,Lost Highway,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",Mystery,1997,134,7.6,52,137553,3.8
973,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,Drama,1995,135,7.6,69,78071,71.52
974,Apollo 13,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,Adventure,1995,140,7.6,77,283622,173.84
975,Trois couleurs: Blanc,"After his wife divorces him, a Polish immigrant plots to get even with her.",Comedy,1994,92,7.6,88,70449,1.46
976,Dazed and Confused,The adventures of high school and junior high students on the last day of school in May 1976.,Comedy            ,1993,102,7.6,78,175878,7.99
977,My Cousin Vinny,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",Comedy,1992,120,7.6,68,116466,52.93
978,Kal Hee,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.,Animation,1991,118,7.6,90,30115,0.45
979,Home Alone,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,Comedy,1990,103,7.6,63,521953,285.76
980,When Harry Met Sally...,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",Comedy,1989,95,7.6,76,207856,92.82
981,The Naked Gun: From the Files of Police Squad!,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,Comedy,1988,85,7.6,76,161985,78.76
982,Withnail & I,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",Comedy,1987,107,7.6,84,42604,1.54
983,Lethal Weapon,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,Action,1987,109,7.6,68,248483,65.21
984,Blood Simple,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",Crime,1984,99,7.6,83,93070,2.15
985,Mad Max 2,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",Action,1981,96,7.6,77,174355,12.47
986,Watership Down,"Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren.",Animation,1978,91,7.6,64,35522,0
987,Close Encounters of the Third Kind,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",Drama,1977,138,7.6,90,194179,132.09
988,Le locataire,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,Drama,1976,126,7.6,71,42517,1.92
989,Giù la testa,A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.,Drama,1971,157,7.6,77,33443,0.7
990,Kelly's Heroes,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,Adventure,1970,144,7.6,50,47756,1.38
991,Where Eagles Dare,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",Action,1968,158,7.6,63,56267,0
992,The Jungle Book,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,Animation,1967,78,7.6,65,174398,141.84
