,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
937,Watchmen,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",Action,2009,162,7.6,56        ,557028,107.51
938,The Others,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,Horror,2001,101,7.6,74        ,371916,96.52
939,My Cousin Vinny,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",Comedy,1992,120,7.6,68        ,128402,52.93
940,Moneyball,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,Biography,2011,133,7.6,87        ,430227,75.61
941,The Butterfly Effect,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",Drama,2004,113,7.6,30        ,495315,57.94
942,Searching,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",Drama,III),102,7.6,71        ,166525,26.02
943,Kung Fu Panda,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",Animation,2008,92,7.6,74        ,478394,215.43
944,Hell or High Water,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,Crime,II) ,102,7.6,88        ,235252,26.86
945,Inside Man,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",Crime,2006,129,7.6,76        ,377852,88.51
946,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",Action,2010,117,7.6,66        ,568760,48.07
947,Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",Adventure,2007,127,7.6,66        ,275400,38.63
948,Star Wars: Episode III - Revenge of the Sith,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.",Action,2005,140,7.6,68        ,799404,380.26
949,Saw,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",Horror,2004,103,7.6,46        ,428069,56.0
950,Gone Baby Gone,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Crime,2007,114,7.6,72        ,276502,20.3
951,Seven Pounds,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Drama            ,2008,123,7.6,36        ,306026,69.95
952,What We Do in the Shadows,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.",Comedy,2014,86,7.6,76        ,187356,3.33
953,The Fly,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,Drama,1986,96,7.6,79        ,187126,40.46
954,The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",Biography,2009,129,7.6,53        ,337816,255.96
955,The Thin Red Line,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",Drama,1998,170,7.6,78        ,190387,36.4
956,The Royal Tenenbaums,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,Comedy,2001,110,7.6,76        ,297037,52.36
957,Mulan,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",Animation,1998,87,7.6,71        ,293344,120.62
958,Despicable Me,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",Animation,2010,95,7.6,72        ,553358,251.51
959,True Grit,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,Drama,2010,110,7.6,80        ,343295,171.24
960,Mad Max 2,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",Action,1981,96,7.6,77        ,183540,12.47
961,La piel que habito,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Drama,2011,120,7.6,70        ,155707,3.19
962,End of Watch,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",Action,2012,109,7.6,68        ,252812,41.0
963,The Mitchells vs the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",Animation,2021,114,7.6,81        ,111880,0.0
964,The Birds,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Drama,1963,119,7.6,90        ,192492,11.4
965,The Naked Gun: From the Files of Police Squad!,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,Comedy,1988,85,7.6,76        ,173208,78.76
966,Dark City,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",Fantasy,1998,100,7.6,66        ,202594,14.38
967,Eastern Promises,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,Crime,2007,100,7.6,83        ,247080,17.11
968,The Jungle Book,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,Animation,1967,78,7.6,65        ,186697,141.84
969,Lethal Weapon,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,Action,1987,109,7.6,68        ,262729,65.21
970,Serbuan maut,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,Action,2011,101,7.6,73        ,207406,4.11
971,Die Hard with a Vengeance,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",Action,1995,128,7.6,58        ,392492,100.01
972,Dawn of the Planet of the Apes,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,Action,2014,130,7.6,79        ,446452,208.55
973,Rushmore,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.",Comedy,1998,93,7.6,86        ,188160,17.11
974,Match Point,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",Drama,2005,124,7.6,72        ,220576,23.09
975,Dark Waters,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,Biography,2019,126,7.6,73        ,91033,0.0
976,Snow White and the Seven Dwarfs,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",Animation,1937,83,7.6,96        ,202912,184.93
977,After Hours,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.,Comedy,I) (,97,7.6,90        ,71635,10.6
978,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",Comedy,2011,100,7.6,72        ,333419,35.01
979,Gake no ue no Ponyo,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",Animation,2008,101,7.6,86        ,147232,15.09
980,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,Drama,1995,135,7.6,69        ,83556,71.52
981,21 Grams,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",Crime,2003,124,7.6,70        ,239493,16.29
982,Enter the Dragon,A Shaolin martial artist travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a fighting tournament.,Action,1973,102,7.6,83        ,106277,25.0
983,From Here to Eternity,"At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair.",Drama,1953,118,7.6,85        ,48010,30.5
984,The Last King of Scotland,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,Biography,2006,123,7.6,74        ,188705,17.61
